intent|prompt
Fantástico|Ante todo, exponer mi asombro al ver que muchos tan sólo hayan sido capaces de ver la exposición que se hace del bando franquista, y que sean los mismos que aplauden en sus críticas las andanzas de Roberto Benigni en la vida es bella. ¿No se han dado cuenta que, basicamente, ambas películas narran lo mismo?: en un momento muy doloroso y difícil de la vida, hay quien se evade creando un mundo imaginario en nada parecido a la realidad.La niña lo hace bastante bien, aunque tampoco es para lanzar cohetes; Sergi Lopez está perfecto, pero se está encasillando peligrosamente en el papel de malo malísimo sin escrúpulos; la Verdú muy correcta, pese a ese acento extraño que va y viene, en un papel muy diferente a aquellos que la hicieron famosa, siempre con el culo al aire; Álex Angulo excelente, y Ariadna Gil en su línea, o sea una negada total. El maquillaje es simplemente magistral, los efectos especiales correctísimos, y el argumento no es que sea demasiado original: pero un buen guión que consigue mezclar con solidez la fantasía con lo real, sumado a una dirección muy efectiva que sabe dar el ritmo correcto como para no aburrír, le dan un plus de interés a una historia que, pese a recordar muchas veces a otras películas, posee algunos momentos de sensible ternura unidos a otros de una violencia desmedida. Las escenas finales, sin concesiones a la galería, tan potentes como efectivas.Para finalizar, comentar a algunos que no se cuestionen tanto lo de las uvas, lo del rey argentino o chorradas como esas, ya que se trata de la fantasía de una niña y no se puede pedír demasiada coherencia en esos asuntos. A los que tán solo han podido ver una crítica mordaz al régimen del Paco y sus secuaces, recordarles que murió hace muchos años (aunque algunos nos hagan creer que no), y que aunque los republicanos fuesen tan crueles como los nacionales, los de azul tuvieron 40 años más para seguir haciendo de las suyas. Y vaya si las hicieron.Recomendable como la peli de fantasía que es, muy entretenida y bien realizada, pero sólo si se es capaz de reconocer que tanto da el marco histórico en el que suceda. Si todo se desarrollase en la Alemania nazi, o en Bosnia-Herzegovina, a buen seguro que los que claman al cielo la estarían aplaudiendo.
Fantástico|"Antes que nada diré que me he leído bastantes de las críticas anteriores y me he reído mucho con las que ponen a parir la película, en especial con las tituladas ""Vaya torito, ay torito malo"" y ""Tontita, tontita"" que resumen bastante bien, creo, los que podrían ser los defectos de la película.Sin embargo, me parecen exageradas y centradas en pequeños detalles que ,si bien se podrían haber pulido más, no afectan demasiado al resultado final de la película, que es muy bueno y en algunos momentos, brillante. Así sí se deben hacer las películas españolas, aprovechando a los actores, dándoles papeles adecuados, logrando de ellos interpretaciones solventes y contando historias originales.¿Hay maniqueísmo? Bastante. Pero (casi) siempre lo ha habido en ciertos géneros. Especialmente en los cuentos de hadas. Un malo muy malo era necesario y si además resulta tan carismático y odioso al mismo tiempo, mejor que mejor. Tanto el villano, como el de Maribel Verdú o el del doctor son buenos personajes, dejando de lado la ideología política de cada cual.En la parte fantástica cierto es que hay varios guiños, homenajes, plagios o como quieran llamarlos y que quizá podría ser más original, pero es visualmente bastante aceptable y creíble, suficientemente entretenida y , a veces, un poco diferente debido al hecho de que es más macabro que el cuento de hadas estándar. El mejor personaje de esta parte me parece el ser que tiene los ojos en las manos. De hecho, y esto ya es una opinión personal, llegué a pensar que me hubiera gustado que este personaje hiciera el papel que hace el Fauno,  cuyos movimientos a veces no son del todo convincentes. Por cierto, no recuerdo si este bicho tenía nombre, pero si no lo tiene, grave error de marketing. Sus friki-fans no podrán pedir la figurita de acción en su tienda más cercana.Sobre lo desagradable, gore y demás...me declaro neutral. Creo que una cierta crudeza le viene bien al film, quizá se podría haber reducido un poco, pero al menos tiene el detalle de cortar las escenas de tortura y la amputación de la pierna. Alguien dijo que era para evitar secuencias difíciles. Personalmente creo que la película ya es bastante dura como está, como para añadir más cosas de este tipo por muy bien escritas que estuvieran.Pero sin duda el mejor aspecto de la película, lo que la hace acercarse al sobresaliente e incluso a la obra maestra (aunque aún no le otorgo esos calificativos por cautela) es su final (dejando de lado cierto error de casting ya ampliamente criticado) y el juego entre realidad y ficción. Se han hecho otras películas parecidas en ese aspecto, pero ésta, dentro de lo que he visto es de las más logradas."
Fantástico|"Existe en España una especie de casta de imbéciles con un delirio enfermizo: cambiar como sea la historia de la guerra civil. El que conozca un poco este histérico país sabrá que entre las filas de esta grey de indocumentados figuran los políticos y artistas más mediocres del solar ibérico, viviendo ambos en auténtica simbiosis. Pues bien, es una auténtica obsesión por parte de estos catetos la de reescribir la historia al modo orwelliano, creando una realidad paralela donde Franco pierde la guerra algo así como 1000 a 0. A esta tarea se dedican pues con denuedo echando al ruedo todo el peso de su propaganda, que no es poco.Con la excusa de la lírica y la poesía y esas cosas tan sensibles que son monopolio republicano, nos mete aquí con calzador este Guillermo del Torete un bodrio pseudo-progresista donde no falta ninguno de los personajes clásicos fuenteovejunos del ""bodrio guerracivilista"", género cumbre del cine hispano, a saber: el facha fachoso maloso, repeinado hacia atrás y cabrón a más no poder; el bondadoso doctor-profesor republicano, que siempre es apedreado o vilipendiado y muere como mártir; la criada humildísima y decentísima, que es rondada por el facha fachoso que se la quiere tirar vilmente y luego si te he visto no me acuerdo; los niños, que en su innocencia natural rosseauniana son ya socialistas, marxista-leninistas y republicanos; los maquis, abnegados héroes que siguen luchando contra viento y marea contra el facherio, etc. Tan sólo falta un rol, el del cura gordo que una de dos, o sacude con saña a los niños o los viola. Y es que sin un buen cura hijoputa el film pierde mucho, pero bueno se lo pasaremos por alto al Torete, que es primerizo en esto del ""bodrio hispano"".Otra cosa, por favor despidan al de vestuario, esos ridículos uniformes de fachas con águilas gigantescas, mezcla de uniforme de las SS y aduanero psicópata, no existen ni han existido nunca. Sencillamente son ridículos, aunque no más ridículo que la escena ""real"" de Federico Luppi: ""Esteee, salvaaaste el reino de los faunos pibe, cho te declaro reina en nombre del gran Diego Armando. Amén boluda"".Por otra parte, guión previsible y tontorrón a más no poder. Tan sólo se salvan algunas de las escenas de la imaginería del director artístico, a pesar de unos efectos especiales de procesador 386.Las mierdas que se tiene que tragar uno."
Fantástico|"¿Han visto ustedes la serie ""Cuéntame""?¿Se imaginan un capítulo en el que el niño Carlos sueña despierto con bichos raros que le juran convertirse en el príncipe de Frikilandia? Para los que sean un poquito necios de inventiva nuestro cine les brinda la sublime oportunidad de ver sus deseos hechos realidad; eso sí, tomen aire, evádanse de toda lógica y guión posible. No busquen entretenimiento, no busquen interpretaciones, no busquen un manantial de fantasía porque encontrarán una cloaca de fango. No dejen que sea la película quien les adentre en su magia, ¡láncense a por ella!, ¡busquen esa brillantez oculta!, pero sepan que estarán despreciando a todas esas joyas del cine que se esforzaron por lo primero.Hermanos, ¡satisfagan su gula con esas impolutas imágenes! ignoren por Dios esa milonga argumental para cascar figuras hipermaquilladas, ¡esquiven esos empalagosos susurros de mucosa que tanto nos gustan filmar!Y por favor, no dejen de buscar el mapa que nos saque de este laberinto del que nuestro cine no puede salir, porque en serio, me entristece ver como nuestra mentalidad evoluciona a la no sólo conformidad, sino enorgullecimiento de obras como esta. De verdad, creo que más que un mapa, lo que necesitamos es una máquina del tiempo."
Comedia|Cuando un director se enfrenta a un proyecto cinematográfico tendría que estar muy seguro de lo que busca y a que público se dirige.   Viendo AHORA O NUNCA, no tengo nada claro , ni siquiera el origen de los intereses de María Ripoll.  Me recuerda al cine alimenticio que se hacía por los años 60, donde muchos actores de talento debían aceptar proyectos de este tipo porque necesitaban alimentar a sus familias. Tal vez la crisis de esta década haya desatado de nuevo aquella necesidad.    Voy a ser muy bueno y tal vez generoso al no comentar ninguna cuestión ni artística ni técnica de esta película. Las conclusiones las puede sacar cualquier aficionado, viendo las puntuaciones que otros aficionados le han dado en esta página.
Intriga|"**********************************************************************Otra exclusiva de Macarrones para FilmAffinity. El blog secreto de Alexander of the Church**********************************************************************Oyes, pues que estaba yo en las Siete Calles tomando unos chismes con Gracia Querejeta y Vicente Aranda y les digo:	–Pues no estoy haciendo yo una peli en inglés, con dos cojones.	–No jodas, Álex -dice Gracia, tan graciosa ella.	–Como lo oyes. Y he contratao a la Leonor Guosling...	–Está como un jamón. A esa la ponía a sudar en mis películas ahora mismo, ya sabéis mi lema: ""¡Abajo las bragas, sonido, cámara, acción!"" –dice Vicente Aranda, siempre tan poético.	–Trabajan Leonor, el pecaor de la pradera Güiliam Jarrr, Frodo Bolsón y Jimmy Carter.	–¿El ex presidente de los Estados Unidos? Joder, cómo te pasas, Álex –comenta graciosamente Gracia.	–Oye, que soy de Bilbao, que yo cuando me pongo a hacer pelis las hago a lo grande. Y todo lo estoy rodando allí mismo, nada de decorados: todo es de un neogótico inglés que a veces me parece que estoy haciendo Harry Potter, pero sin magia. ¿Sabes? La peli va de números y crímenes y toda la hostia, todo muy currao y con mucho intríngulis filosófico, el teorema de este, la teoría del otro, te cagas. A veces se me va la olla y ruedo unos planos a lo Fantasma de la Ópera, con toda la peña disfrazada y corriendo por los tejados detrás del Jorobado de Notre Dame (este es de otra peli, pero yo lo mezclo todo y le añado fuegos artificiales). También me ha salido un plano secuencia muy chulo, como si fuera Orsongüels, uno entra, otro sale, pasa una bici. Ah, y para no caer en los tópicos, los protagonistas van corriendo a todas partes y se tropiezan con gente con libros o periódicos y los tiran al suelo.-Jo, Álex, eso no se ha visto nunca en ninguna película.-Ya ves qué gracia, Gracia. Lo malo es que me ha quedado un poco corta.	–Si quieres te dejo unos metros de cinta que recorté de “El último viaje de Robert Rylands”. Es un coñazo, como el resto de la película, pero también salen universitarios ingleses y hay un profe y así.	–¡Me interesa! Es que me he propuesto hacer una película coñazo y no me sale, no estoy acostumbrado.	–Déjame a mí, que soy especialista. 	–Tampoco me atrevo con las escenas de amor. No se lo digáis a nadie, pero Frodo Bolsón es virgen, no se ha acostado con ninguna actriz. No me atrevo a bajarle los calzoncillos.	Vicente Aranda se exalta:	–¡Es que eso no se hace! A quien hay que desnudar es a las actrices, que para eso están. Tú déjaime a mí, te la via dejar a la Guosling toa resudá, la via echar unos espaguetis con tomate por las tetas y la voy a dejar en bolas y con delantalito, que se van a matar a pajas todos los estudiantes de Fosfort, o como se llame el sitio ese donde has ido a rodar.	–Cojonudo, chicos. ¿Tomamos otro cacharro?	–Venga, pues."
Intriga|"Bueno, bueno, bueno...Primero voy a comentar los trailers que me pusieron en el cine antes de comenzar la película. Sí, ya se que no pinta nada en la crítica, pero si Alex de la Iglesia puede meter en su peli cosas gratuitas por un tubo...¿por qué iba a ser yo menos?-""10.000"": Diseño de producción y f/x cojonudos, pero con humanos, dinosaurios y mamuts en un mismo hábitat. Y la dirije Roland Emmerich (es decir, caca de la baca).-""John Rambo"": Dios llevaba todo el rato deseando que pusieran el trailer, es super despollante, va a ser el bodrio del año seguro (un hombre, un guerreo, RAMBO). Encima la escribe y la dirije Stallone, tócate los pies.-""Ahora o nunca"": Tiene pinta de estar muy bien, pero en inglés se llama ""The bucket list"" (¿porqué las distribuidoras traducen como les sale del nabo?).""Sweeny Todd"": Seguro que es un peliculón, me muero de ganas de ver esta peli. Te adoramos Tim.Bueno después de estos comentarios gratuitos paso a DESTRIPAR SIN COMPASIÓN ALGUNA ""LOS CRÍMENES DEL CINE"" EN EL SPOILER.Por cierto, ¿porqué esa manía de los trailers que te destripan la peli entera?. Si las distribuidoras lo hacen...¿porqué iba a ser yo menos?."
Intriga|Ante todo, quiero dejar patente que no he leido el libro, así que todo lo que sigue a continuación se refiere únicamente a mi impresión sobre la película. Dejando aparte un doblaje particularmente penoso, la historia tiene importantes lagunas y situaciones forzadas e inverosímiles, con policía torpe y acertijo al más puro estilo de la serie televisiva de Batman de los años ’60 incluidos. Unos no demasiado convincentes Leonor “Ojo, Curvas” Watling y Elijah “Ojos Saltones” Wood hacen gala de unas interpretaciones bastante limitadas, sobre todo en contraposición con el señor John Hurt, que sobreactúa bastante, pero ese estilo le pega bastante bien a su personaje, que anda un poco pasado de vueltas y, en general, cumple bastante bien.¿Por qué una nota tan alta entonces? En primer lugar, porque está muy bien contada, por un Alex de la Iglesia que demuestra una vez más ser un gran cinéfilo (préstese particular atención al sublime plano-secuencia que antecede al descubrimiento del primer cadáver) y, sobre todo, porque la película trata, y no tan superficialmente como cabría imaginarse a priori, temas relacionados con la filosofía y las matemáticas que me interesan especialmente, y le confieren un importantísimo valor añadido a la historia.A saber: La proporción áurea, la teoría del caos, el Tractatus Logicus Filosoficus de Ludwig Wittgenstein, la teoría de códigos, las series numéricas, la geometría fractal, la Conjetura de Fermat y su demostración por parte de Andrew Wiles en Cambridge, el Principio de Incertidumbre de Heisenberg, la Paradoja del Mentiroso, el Teorema de Incompletitud de Gödel, … Todo aquel que conozca estos conceptos, aunque sea de forma tangencial, seguramente disfrutará tanto como yo del visionado de esta película pues, al contrario que los inocentones e incoherentes argumentos de la serie americana “Numb3rs”, aquí se nota, y mucho, que el autor sabe de lo que habla.Por cierto, hablando de referencias friquis, y obviando el hecho de que Alex de la Iglesia filmara “La Comunidad” y Elijah Wood protagonizara otra “Comunidad”, una idea particularmente demencial que se me ha ocurrido: Todo cinéfilo que se precie recordará que John Hurt protagonizó hace ya más de 20 años la adaptación cinematográfica de 1.984, en la que su antagonista era, obviamente, el “Gran Hermano”, personificado en aquel antipático oficial interpretado por Richard Burton. Recientemente, el bueno de John se resarció pasando al bando contrario, al dar vida al líder de la sociedad distópica presentada en la adaptación de “V de Vendetta”, cuyo enemigo es, a su vez, un enigmático personaje que se disfraza de Guy Fawkes. Pues bien, en esta última adaptación de una obra literaria, ¿de qué se disfraza Seldom, el personaje de John Hurt? ¡Pues, cómo no, de Guy Fawkes! Lo sé, lo sé, tengo que hacérmelo mirar.
Intriga|"Breve sinopsis: Érase una vez un hobbit llamado Frodo que alquiló una habitación cerca de la universidad de Oxford para ver si allí podía encontrar el anillo que los controlaba a todos. Buscando el anillo, se topó con un misterioso ser: LAS TETAS DE LEONOR WATLING. ""¡Oh!¡Qué grandes! ¡Y qué hermosas!""-pensó el pequeño hobbit, nada acostumbrado a esos tamaños, ya que las mujeres hobbit tienen todo en proporción, cosa que en Leonor no se cumplía. Así, Frodo y las tetas de Leonor Watling conocieron a John Hurt, un misterioso profesor de filosofía (como no) que ya conocía a las tetas de Leonor Watling bastante... en profundidad. Total, que las tetas de Leonor Watling, Frodo y John Hurt se dedican a investigar un suceso muy extraño, algo relacionado con el sorteo de un par de tetas de silicona en el Pachá de Valencia. Y las tetas de Leonor Watling suben, bajan, se mueven por la pantalla, juegan al squash, e incluso comen spaghettis (verídico). FIN."
Terror|"Hoy en día, hemos llegado a un punto donde en el género en el que se enmarca [REC] todo ha sido visto, ya no hay tipos de terror a redescubrir (se ha ido desde el slasher hasta el más psicológico), ni lugares que no se hayan frecuentado (hemos viajado desde el mar hasta las grutas), ni giros finales que sorprendan y dejen al espectador en ascuas (todo está visto, y más desde que en ""Los otros"" se ofreciera un giro de tuerca elevado a la enésima potencia), y sin lugar a dudas, lo mejor del film firmado por Balagueró y Plaza, es que en ningún momento decide enmarcarse en determinado tipo de subgénero, porque por mucho que veamos, oigamos y rememoremos, pudiendo sacar así propias conclusiones sobre lo que sucede en pantalla, en ni un sólo instante se insinua en esta misma, y ello dota esta obra conjunta de un valor añadido, que le da un plus de sugestividad para ir descubriendo un argumento muy bien hilvanado, para nada mánido y verdaderamente convincente si lo que buscamos es sencillamente una acción o sitio en el que enmarcarlo todo.En cuanto a la película, debe tenerse en cuenta que está rodada como un falso-documental, con las propias tomas malas, un desparpajo inhóspito que no veríamos en ciertos personajes de saber que algo así vería la luz y con determinados puntos que apoyan [REC] en un arco muy bien conformado, que posee sus tintes cómicos desmarcándose de todas esas pretensiones que precedían a la cinta, y que venían dadas por la campaña publicitaria sorprendente, y consiguiendo que durante el tiempo donde no observamos nada inquietante, no podamos estar aburridos.Para ello, se echa mano de una presentación corta, concisa y, en ocasiones, simpática, y de determinados momentos que se dan cita en el eje de la propuesta, y que ofrecen un contrapunto divertido nada estúpido, ni mucho menos desafortunado, pues siempre está enmarcado en esa propuesta de falso-documental.Eso sí, también hay que reconocer que, dejando de lado algunos sobresaltos durante su desarrollo, minutos de tensión más o menos bien lograda o un entramado que rompe los esquemas que cualquiera pudiera tener en un inicio, [REC] tarda un poco en ofrecer lo prometido, pero una vez inmerso en el tramo realmente importante, todo lo visto, oido y sentido es simple y llanamente demoledor. Porque esos minutos donde aflora todo ese desasosiego que se han encargado de repartir con cuentagotas y que al final aparece como un golpe seco y contundente, es de una eficacia y un pulso brillante, digno de los mejores. Una eficacia que te deja clavado a la butaca, estremecido, removido, adrenalítico perdido e impresionado, impresionado por comprovar que una de las experiencias más increibles en lo que llevamos de año no termina siendo un bluff, pasto de marketing o cosas parecidas con las que ya nos habiamos topado anteriormente. Y si he de ser sincero, al terminar, aun me faltaron segundos para reaccionar ante todo lo que había visto.Para quitarse el sombrero."
Terror|"Una de las cosas que echo de menos en el cine de terror actual es la concepción de la película como una experiencia de miedo unitaria, como un discurso único y firme que avanza de forma acumulativa a lo largo del metraje y se adhiere a la memoria en forma de idea de horror. Se tiende, por contra, a la sucesión de sustos y escenas escabrosas, al tren de la bruja, al ""¡acojónate, Batman!"", descanso y hasta la próxima. El éxito de la película estará en el número de veces que se oigan gritos histéricos en la sala. Y en REC volvemos a lo mismo. Demasiado enfática, demasiado obvia, abuso del tremendismo ingenuo y de lo flipante. No la compararé con las obras maestras del terror, lo haré con ""The Blair Witch Project"", con dos puntos de media menos en FA y, con sus limitaciones, mucho más sutil, dramática y terrorífica que la peli de Balagueró. He votado Pasable, la película me ha entretenido. Lamentablemente, eso es todo."
Terror|Agradabilísima sorpresa. Como bien titula un amigo, podría decirse que estamos ante un España directo a lo gore. Y es que leída la sinopsis y vistos los primeros quince minutos de cinta, uno no se espera gran cosa. El hecho de que REC esté concebida para visionarla en tiempo real y apruebe el examen con nota, me ha dejado perplejo. Si alguién me comenta que puede grabar lo mismo en una sola noche y con los colegas del botellón... pues le creo, aunque el resultado diste mucho de lo que aquí se nos muestra.Y ése es su encanto. Una película directa, brutal, ramplona en muchos aspectos técnicos y que consigue engancharte en su viaje lisérgico sobre las baldosas del viejo edificio. La tensión entre los actores y la atmósfera creada en el vestíbulo son de quitarse el sombrero. Los fueras de campo le dan el punto que la peli necesita y otorgan tensión dónde deben, amén de la ausente banda sonora.Para ser un cruce entre El proyecto de la bruja de Blair y El ángel exterminador les ha salido de puta madre. Un saludo.
Terror|De vez en cuando surge una película, libro o disco del que todo el mundo te habla maravillas y que no puedes perderte. Puede ser El Código Da Vinci, o en este caso, Rec.Y es que claro, es difícil escapar de la telaraña de publicidad que rodea a estos grandes estrenos. Tras ver en internet los vídeos de la premiére, y tras la cuanto menos buena reputación de Balagueró como director (bueno, sin tener en cuenta que es el director de OT, la película), no cabe más remedio que estar expectante ante el estreno de la película.Me gusta mucho el cine de terror, así que me senté esperando ver lo que todo el mundo catalogaba como la obra maestra del cine de terror, algo sublime que la gente no podía ni siquiera soportar. Estaba empezando a estar ya asustado, y eso que la película aún no había ni empezado.Sin embargo, desde el principio la película empieza bastante floja, con un inicio muy lento, y empiezas a sentirte incómodo esperando a que pase algo. Cuando empieza la situación, te das cuenta de que todo lo que está pasando está más que visto, surgiendo una película mezcla de 28 días después, El Proyecto de la Bruja de Blair y La Comunidad.Personajes insulsos, una historia casi inexistente, apenas sustos ni situaciones que te hagan sentir incómodo... Lo único que queda para que la película no sea un documental es la continua vibración de la cámara y los hartibles grititos de la protagonista, que se hacen realmente insufribles.Me temo que nos encontramos ante una de las promesas lamentablemente fallidas del cine español. Una película previsible, hueca y absolutamente light, que gustará a los chavales que vayan acompañados de sus novias para que se les agarren del brazo. Prescindible.
Terror|"Tanto bombo dieron a esta película (aquel vídeo de dos chicas que gritaban como histéricas mientras veían la película que colgaron en Internet) que creí que por fin iba a poder cagarme de miedo en el cine. Parecía él film de terror definitivo, o así lo vendían.Tantas ganas tenía de verla que engañe a mi gran amigo Javok para que me acompañara. Pero cometimos dos errores: el primero, ir a un cine multisala y el segundo y más importante, ir un viernes a las cuatro de la tarde.Llegamos con el tiempo justo. Entramos a la sala y, a pesar de que la película acababa de empezar había un griterío descomunal. Ahí fue cuando caímos en nuestro error: Viernes + cuatro de la tarde = Niños con las hormonas hirviendo por todos lados.Ni que decir tiene que fue prácticamente imposible atender mínimamente a lo que pasaba. Menos mal que no era una del Lynch que sino si que me salgo (Aunque pensándolo mejor, igual los niños entienden más cosas de ""Carretera Perdida"" que yo, no me extrañaría).La chavalería lo estaba pasando en grande, aplaudiendo cuando mataban a algún vecino y comentando las jugadas con sus compañeros de al lado.Los móviles sonaban a diestro y siniestro. Justo detrás nuestro, un niño repelente no paraba de decir: ¡Uy, uy, uy, que miedoooo! Respirando hondo y con una paciencia que ni la madre Teresa, Javok y yo conseguimos ver ""REC"" hasta el final. Cuando dieron las luces, confirmamos que la media de edad no superaba los doce años. Es la primera vez que me he sentido viejo en mi vida, y no mola nada. No entendía como esta generación podía tener esos modales y estar tan mal de la cabeza.Hasta que recordé que no hace tanto yo era como ellos. Y recordé cuando fui a ver ""Deep Blue Sea"" con mis amigos para celebrar que empezaban las vacaciones. Y uno se metía debajo  de los asientos para cogernos de las piernas y asustarnos cuando salía el tiburón, y toda la sala hizo el ¡hip hip hurra! tres veces cuando el negro que parecía muerto reapareció, y nos partíamos de risa, y la peli era una mierda pero daba igual, y lo pasamos en grande y... ¿Y es qué el cine no consiste en esto?La culpa es de los cines. En algunas sesiones debían poner ""Prohibida la entrada a mayores de 15 años""."
Terror|Uno de los problemas del cine contemporáneo es que todas las películas tienen títulos parecidos y es fácil liarse. Ayer, por ejemplo, me fui al cine con toda la ilusión y con toda la familia pensando que ponían esa del ogro verde y el gato con botas, y nos encontramos cara a cara con el deformado rostro del nuevo cine de terror catalán.Y confieso tener ciertos prejuicios contra el cine de mi tierra y ciertos prejuicios contra el cine de terror, pero no me quedó más remedio que ponerlos todos juntos y tragármelos y alucinar ante esta película. Menudo yuyu.Mi churri, para sentirse más segura, se me agarró del brazo y me lo fue apretujando y dislocando a medida que avanzaba la trama. Si los zombies no se pasasen toda la peli pegando gritos se hubiese podido oír el crujir de mis articulaciones.Cuando los protas se encierran en el ático, yo ya tenía el antebrazo azul.Por otro lado, entre a) los sustos, b) los gritos, c) el terror infernal y d) la visión de una rubita pechugona correteando y subiendo y bajando escaleras y respirando entrecortadamente mientras otra atractiva señorita apretujaba su anatomía contra mi desconyuntado brazo derecho, el corazón se me puso en modo taquicardia y parece ser que se me acercaron a la piel unas venas palpitantes que no sabía yo que poseía. Cuando encendieron las luces ya tenía tan mal aspecto que me vio una adolescente palomitera y empezó a correr pensando que yo también había sido mordido por un no-muerto.Y habría que destacar las escenas de sátira del paisanaje español y de los programas de cutre-realidad a lo Callejeros, que casi recordaban al mejor Berlanga, pero hostias, la risa que me salía a mí con esas escenas ya no era una risa alegre, sino era una risa histérica, de loco, la misma que se le escapa a cualquier espectador sensato cuando ha visto a una niña pegarle un mordisco en el ojo a su propia madre.Vamos, que está muy bien, y tiene mucho mérito rodar toda la peli con una sola cámara, sin hacer ni un solo plano-contraplano y prescindiendo de la mayoría de martingalas que dan ambiente en otras películas. Y todavía tiene más mérito que el resultado de tal prodigio técnico no aburra y que resulte creíble (dentro de lo que serían los cánones de credibilidad de las películas de temática zombie, se entiende), pero por otro lado dudo mucho que mi brazo recupere nunca la forma que tenía antes de la película. No se trata sólo de la tradicional gangrena, se ve que la articulación está fuera de órbita y los huesos resquebrajados.Desde que vi Rec me alimento con una pajita y me masturbo con la izquierda.Nota: notable alto.
Terror|"Desconozco si existe algún subgénero que se dedique exclusivamente a los trailers. Si no es así abogo porque se cree lo antes posible. Al menos en muchos casos en tres minutos quedará el espectador más satisfecho que en hora y pico, como es el caso.Ya se sabe que cuanta más alta es la expectativa más grave es la decepción. Ignoro si las personas que califican esta película como sobrecogedora, terrorífica, etc  son altamente impresionables. Yo sí me considero una espectadora sensible, que suele meterse en la historia de los films y dejarse llevar...aquí me encontré con una sucesión imparable de berridos (la reportera supongo que aún estará afectada de amigdalitis) y golpes de cámara que te acaban no aterrorizando, sino confundiendo. Además, algunas escenas son altamente hilarantes, con lo que me encontré con que en una película de terror lo que más hice fue reirme (?).Lo que sí me dió pánico es comprobar cómo una acertada campaña de marketing ENGAÑA al populus y le convence de que merece la pena gastarse el dinero en ir a ver este bluff. Al menos si voy a ver ""Sé lo que hicisteis el último verano"" o similares no me siento estafada."
Terror|"Yo lo flipo. En serio. Hay gente que hunde en la miseria a La Bruja Blair y luego suben al olimpo a esta... este... a esto. Sencillamente, hay gente que debería colocarse mejor en la silla cuando mira una película y no la habitual postura de los ojos a la pared y el ojo del culo a la pantalla. Es fácil, creedme. Si hace falta, os colgamos un rábano en la antena de la tele para que podáis dar la vuelta.Ya no es el hecho de que es un plagio en toda la cara de 28 diasYa no es el hecho de que, si La Bruja Blair ya costaba verlo, REC marca nuevo record mundial; 50 minutos de planos completamente movidos.Ya no es el hecho de que, a los 20 minutos de peli, ZAS! un zombi se come el guión. Bueno, guión... el post-it donde tenían apuntado ""Reportaje de bomberos, hay zombis, no son zombis, son infectaos, todos a correr, traer medio pollo, limones y un cartón de fortuna""Ya no es el hecho de que, si pones un vaso al lado de una proyección de REC, a los 40 minutos de duración, el vaso, la vajilla, las gafas y los tímpanos acaban petando del nivel de decibelios alcanzado, sólo superado por un concierto de Sepultura en un cuarto de baño.Ya lo gordo gordo, es que la gente se acojone con ésto. Si REC te da miedo, entonces, cuando se le pire la antena a la tele, ya te da un infarto.En nombre de la industria del terror, os damos las gracias. Para qué tanto presupuesto? Mañana mismo voy a grabar con el móvil a mis hamsters, luego lo tiro por la ventana (el móvil, no los hamsters), pego 4 gritos y a vivir!!"
Terror|Es cierto que la gran experiencia de esta inusual película de nuestro cine es poder disfrutarla en una sala repleta de gente. El terror se degusta mucho mejor cuando viene acompañado de risas nerviosas y gritos de pura histeria colectiva que por muy numerosa que sea nuestra familia no podremos encontrar en el salón de nuestra casa. Sin embargo, en el calor del hogar disponemos de un arma infalible, llamada mando a distancia, con una peculiar tecla denominada Stop que nos permite simple y llanamente parar en seco lo que estamos viendo, algo imposible en una platea de cine.¿Por qué apretar el susodicho botón con REC? Pues porque hay momentos en que la angustia es tal que las escenas de respiro de la película no son suficientes para recuperar el aliento. Si con algo se podría definir el estado anímico de sus protagonistas, un grupo de vecinos encerrados en un edificio infectado por un virus, es con la palabra histeria. La experiencia que viven encerrados en un bloque convertido en ratonera de muertos vivientes es tan aterradora que no es de extrañar las diferentes reacciones de los personajes. Pero más allá del pavor que provocan sus imágenes, REC aprovecha también para hincar el diente en la programación televisiva, poblada últimamente de espacios que bajo el disfraz de la actualidad informativa esconden el puro entretenimiento morboso. Manuela Velasco, conocida por dar voz e imagen a Los 40 Principales, encarna a la perfección a la periodista hipócrita y sonriente ante las cámaras pero en el fondo inhumanamente ávida de carnaza.Personajes como el del policía superado por los acontecimientos son tan creíbles gracias a un reparto de actores desconocidos y quizá por ello mucho más eficaces. Su actuación es precisamente una de las dos grandes aportaciones de este filme llamado a ser la película de terror española por excelencia (con permiso de Amenábar y Bayona, cuyo indiscutible dominio se encuentra más en el terreno del miedo psicológico). La otra gran aportación la encontramos en una puesta en escena y un montaje absolutamente eficaz. Los directores han sabido apostar por un lenguaje cinematográfico que, aunque no es novedoso (El proyecto de la bruja de Blair), sí se ha redefinido para lograr imágenes como la del rebobinado o la que nos proporciona un primer plano escalofriante de un cadáver viviente. La cámara del reportero, tan histérica como las escenas que va registrando, es la esencia y la novedad de una película que desde luego lo último que busca es dejar indiferente al personal.
